id,office_name,office_level
50900600225,"Rideevihara Maha Vidyalaya, Rideegama",Level 5
50900600226,Reddagoda Kanishta Vidyalaya,Level 5
50900600227,Udanvita Maha Vidyalaya,Level 5
50900600228,Kalugahathenna Prathamika Vidyalaya,Level 5
50900600229,Kiribathgalla Kanishta Vidyalaya,Level 5
50900600230,Balawaththala Prathamika Vidyalaya,Level 5
50900600231,Alawa Kanishta Vidyalaya,Level 5
50900600232,Nelaulla Prathamika Vidyalaya,Level 5
50900600233,Dodamgaslanda Rajakeeya Vidyalaya,Level 5
50900600234,Pussella Prathamika Vidyalaya,Level 5
50900600235,Buluwalakanda Prathamika Vidyalaya,Level 5
50900600236,Lihiniwehera Prathamika Vidyalaya,Level 5
50900600237,Dunumawa Prathamika Vidyalaya,Level 5
50900600238,Udahorombuwa Prathamika Vidyalaya,Level 5
50900600239,Panagamuwa Annoor Madya Maha Vidyalaya,Level 5
50900600240,"Al Ashraq Maha Vidyalaya, Thalgaspitiya",Level 5
50900600241,"Al-Huda Maha Vidyalaya, Rambukandana",Level 5
50900600242,Thelambugalla Muslim vidyalaya,Level 5
50900600243,Kawisigamuwa Prathamika Vidyalaya,Level 5
50900600244,"Weerawalagamba Prathamika Vidyalaya, Kelemulla",Level 5
50900600300,Divisional Education Office - Ganewatta,Level 4
50900600301,Kanawa Kanishta Vidyalaya,Level 5
50900600302,Nikagolla Prathamika Vidyalaya,Level 5
50900600303,Kumbukgete Madya Maha Vidyalaya,Level 5
50900600304,Ganewaththa S.B. Herath Madya Maha Vidyalaya,Level 5
50900600305,Pothuwagonna Maha Vidyalaya,Level 5
50900600306,Othuwela Prathamika Vidyalaya,Level 5
50900600307,Thambagalla Prathamika Vidyalaya,Level 5
50900600308,Nabiriththawewa Maha Vidyalaya,Level 5
50900600309,Makulwewa Maha Vidyalaya,Level 5
50900600310,"Wayamba Shilpaloka Prathamika Vidyalaya, Wegolla",Level 5
50900600311,Hiripitiya Modern Primary School,Level 5
50900600312,Hunupola Maha Vidyalaya,Level 5
50900600313,"Aluthgama Prathamika Vidyalaya, Nikadalupotha",Level 5
50900600314,Uyangalle Kanishta Vidyalaya,Level 5
50900600315,Galagedara Chandrawansha Prathamika Vidyalaya,Level 5
50900600316,Thiththawella Prathamika Vidyalaya,Level 5
50900600317,Digankoonwewa Prathamika Vidyalaya,Level 5
50900600318,Nindagama Prathamika Vidyalaya,Level 5
50900600319,Neeraviya Prathamika Vidyalaya,Level 5
50900600320,Waduwawa Prathamika Vidyalaya,Level 5
50900600321,Thimbiriwewa Kanishta Vidyalaya,Level 5
50900600322,Hettigama Prathamika Vidyalaya,Level 5
50900600323,Meegahaela Prathamika Vidyalaya,Level 5
50900600324,"Al Hikma Muslim Maha Vidyalaya, Thiththawelgala",Level 5
50900600325,"Al Akram Muslim Kanishta Vidyalaya, Inguruwaththa",Level 5
50900700000,Zonal Education Office - Chilaw,Level 3
50900700100,Divisional Education Office - Arachchikattuwa,Level 4
50900700101,Pankulawa Nawodya Maha Vidyalaya,Level 5
50900700102,Wijayakatupotha Maha Vidyalaya,Level 5
50900700103,Battuluoya Maha Vidyalaya,Level 5
50900700104,Halambawatawana Maha Vidyalaya,Level 5
50900700105,Aththanganaya Kanishta Vidyalaya,Level 5
50900700106,Mahamaeliya Kanishta Vidyalaya,Level 5
50900700107,Muthupanthiya Kanishta Vidyalaya,Level 5
50900700108,Karukkuliya Maha Vidyalaya,Level 5
50900700109,Bangadeniya Maha Vidyalaya,Level 5
50900700110,Karukkupane Tamil Vidyalaya,Level 5
50900700111,Dematapitiya Kanishta Vidyalaya,Level 5
50900700112,Mandalana Kanishta Vidyalaya,Level 5
50900700113,Rajakadaluwa Kanishta Vidyalaya,Level 5
50900700114,Arachchikattuwa Prathamika Vidyalaya,Level 5
50900700115,"Kusala Tamil Vidyalaya, Bngadeniya",Level 5
50900700116,"Coreapura Kanishta Vidyalaya, Bngadeniya",Level 5
50900700117,Elivitiya Kanishta Vidyalaya,Level 5
50900700118,Welipelessa Kanishta Vidyalaya,Level 5
50900700119,Kottapitiya Prathamika Vidyalaya,Level 5
50900700120,"Dhammaloka Kanishta Vidyalaya, Adippala",Level 5
50900700121,Pinkattiya Prathamika Vidyalaya,Level 5
50900700200,Divisional Education Office - Chilaw,Level 4
50900700201,Chilaw St. Mary's College,Level 5
50900700202,Chilaw Carmel Girl's Central College,Level 5
50900700203,"Nazriya Central College, Chilaw",Level 5
50900700204,"St. Bernadette's College, Chilaw",Level 5
50900700205,Ambakandawila St. Roches School,Level 5
50900700206,"Bishop Edmond Peiris Primary School, Chilaw",Level 5
50900700207,"St. Mary's Primary Balika Vidyalaya, Chilaw",Level 5
50900700208,Egodawella St. Sebastiyan School,Level 5
50900700209,Chilaw Ananda National School,Level 5
50900700210,"Wijaya Maha Vidyalaya, Chillaw",Level 5
50900700211,Kanjukkuliya St. Benadict Kanishta Vidyalaya,Level 5
50900700212,"Siri Sujatha Model School, Kakkapalliya",Level 5
50900700213,Ilippadeniya Kanishta Vidyalaya,Level 5
50900700214,"Merawala St. Joseph's Vidyalaya, Chilaw",Level 5
50900700215,"Sri Buddharakkhitha Vidyalaya, Mugunuwatawana",Level 5
50900700216,"Sawarana Muslim Vidyalaya, Chilaw",Level 5
50900700217,Sri Vadivambigai Hindu College,Level 5
50900700218,Manakkulama Junior School,Level 5
50900700219,Bandarawatta Primary School,Level 5
50900700220,Munneswarama Sinhala Primary School,Level 5
50900700221,Sippikalana Kanishta Vidyalaya,Level 5
50900700222,Thissogama Primary School,Level 5
50900700223,Ariyagama Siddhartha Maha Vidyalaya,Level 5
50900700224,Madampe Senanayaka National School,Level 5
50900700225,Madampe Karukkuwa Sugathananda Maha Vidyalaya,Level 5
50900700226,"St. Sebastians College, Madampe",Level 5
50900700227,"Herath Gunarathna Maha Vidyalaya, Galmuruwa",Level 5
50900700228,Thimbirigaswela Junior School,Level 5
50900700229,"Al Misbah Muslim Maha Vidyalaya, Madampe",Level 5
50900700230,Mugunuwatawana Senanayaka Kanishta Vidyalaya,Level 5
50900700231,Sembukattiya Primary School,Level 5
50900700232,Suduwella Model Primary School,Level 5
50900700233,Pambala Vidyalaya,Level 5
50900700234,Galmuruwa Junior School,Level 5
50900700235,Kadupiti Madampe Dharmapala Vidyalaya,Level 5
50900700236,Medagama Abhaya Model School,Level 5
50900700237,"G.C.S. Corea Maha Vidyalaya, Karavitagara",Level 5
50900700238,Kokkawila Kanishta Vidyalaya,Level 5
50900700239,Mahagama Kanishta Vidyalaya,Level 5
50900700240,"C.W.W. Kannangara Madya Maha Vidyalaya, Puliyankara",Level 5
50900700241,Nankadawara Vidyartha Adarsha Kanishta Vidyalaya,Level 5
50900700242,Thambagalla Primary School,Level 5
50900700243,Athuwana Senanayake Primary School,Level 5
50900700244,Punchiwilaththawa Kanishta Vidyalaya,Level 5
50900700245,Dematapitiya Primary School,Level 5
50900700246,Heenagara Primary School,Level 5
50900700247,Dambakele Primary School,Level 5
50900700300,Divisional Education Office - Nattandiya,Level 4
50900700301,Mahawewa Sri Darmarama Maha Vidyalaya,Level 5
50900700302,Thoduwawa St. Anthony's Navodya Maha Vidyalaya,Level 5
50900700303,Mattakotuwa Kanishta Vidyalaya,Level 5
50900700304,Mattakotuwa Werala Kanishta Vidyalaya,Level 5
50900700305,Koswadiya Saraswathi Vidyalaya,Level 5
50900700306,Iranawila St. Peter's School,Level 5
50900700307,Kudawewa Baudda Kanishta Vidyalaya,Level 5
50900700308,Maravila St. Xavier's Madya Maha Vidyalaya,Level 5
50900700309,Marawila Holly Family Balika Madya Maha Vidyalaya,Level 5
50900700310,Thalwila St.Theresa Kanishta Vidyalaya,Level 5
50900700311,"Horagolla Vidyalaya, Marawila",Level 5
50900700312,Marawila Boys' Junior School,Level 5
50900700313,"Holy Family Balika Primary School, Marawila",Level 5
50900700314,Marandawella Junior School,Level 5
50900700315,Haththiniya Model School,Level 5
50900700316,Thalwilawella Kanishta Vidyalaya,Level 5
50900700317,Naththandiya Dhammissara National School,Level 5
50900700318,Naththandiya Lourdes College,Level 5
50900700319,Naththandiya Preident's College,Level 5
50900700320,Thabbowa Kanishta Vidyalaya,Level 5
50900700321,Pahala Kottaramulla Sinhala Kanishta Vidyalaya,Level 5
50900700322,Pilakatumulla Junior School,Level 5
50900700323,Ihala Kottaramulla Al-Hira Muslim Maha Vidyalaya,Level 5
50900700324,Naththandiya Zahira Muslim Vidyalaya,Level 5
50900700325,Thummodara Muslim Vidyalaya,Level 5
50900700326,Katuneriya St. Sebastians Central College,Level 5
50900700327,Dematapitiya Junior College,Level 5
50900700328,Mudukatuwa Roman Catholic School,Level 5
50900700329,"Sumanadhamma Maha Vidyalaya, Mudukatuwa",Level 5
50900700330,Mawila Mahinda Buddhist Kanishta Vidyalaya,Level 5
50900700331,Mawila Jayalathmatha Junior School,Level 5
50900700332,Ihala Katuneriya Primary School,Level 5
50900700333,Walahapitiya Maha Vidyalaya,Level 5
50900700334,Thalgasagara Primary School,Level 5
50900700335,Yatakalana Dharma Wijaya Kanishta Vidyalaya,Level 5
50900700336,Hewana Kanishta Vidyalaya,Level 5
50900700337,Medagoda Kanishta Vidyalaya,Level 5
50900700338,Pahala Walahapitiya Dharmaraja Kanishta Vidyalaya,Level 5
50900700339,Narawila Sri Gunarathana Madya Maha Vidyalaya,Level 5
50900700340,Dunkannawa Kanishta Vidyalaya,Level 5
50900700341,"Sri Seelananda Maha Vidyalaya, Koswatta",Level 5
50900700342,Yakdessawa Junior School,Level 5
50900700343,Paluwelgala Kanishta Vidyalaya,Level 5
50900700344,Morakale Buddhist School,Level 5
50900700345,Meegahawela Primary School,Level 5
50900700346,Narawila Muslim Vidyalaya,Level 5
50900700347,Maningala Muslim Vidyalaya,Level 5
50900700348,Katuneriya St. Sebastian's Primary School,Level 5
50900700400,Divisional Education Office - Wennappuwa,Level 4
50900700401,Wennappuwa St. Joseph Vaz College,Level 5
50900700402,"Holy Family Balika Primary School, Wennappuwa",Level 5
50900700403,Wennappuwa Holy Family Balika Maha Vidyalaya,Level 5
50900700404,"St. Francis X'Avier Kanishta Vidyalaya, Ulhitiyawa",Level 5
50900700405,"St. Rita's College, Taldeka",Level 5
50900700406,Dummaladeniya Buddhist Junior School,Level 5
50900700407,"St. Martin De Pores Vidyalaya, Wennappuwa",Level 5
50900700408,"Gonsalvez Maha Vidyalaya, Bolawaththa",Level 5
50900700409,Boralessa Primary School,Level 5
50900700410,Boralessa St. Annas Maha Vidyalaya,Level 5
50900700411,"Kammala St. Odiliya Kanishta Vidyalaya, Waikkala",Level 5
50900700412,Waikkala Goverment School,Level 5
50900700413,Sindathriya Sindukumari Vidyalaya,Level 5
50900700414,Thabarawila Junior School,Level 5
50900700415,Godella Kanishta Vidyalaya,Level 5
50900700416,Gonawila St. Joseph College,Level 5
50900700417,Nainamadama Maha Vidyalaya,Level 5
50900700418,"St. Mary's Primary School, Nainamadama",Level 5
50900700419,Mirissankotuwa Nimala Mariya Primary School,Level 5
50900700420,Katukenda Sri Sangabodhi Central College,Level 5
50900700421,"Nimala Mariya Vidyalaya,Dummalakotuwa",Level 5
50900700422,Etiyawala Kanishta Vidyalaya,Level 5
50900700423,Jankurawela Vidyalaya,Level 5
50900700424,Dikwela Primary School,Level 5
50900700425,Wekada Maha Vidyalaya,Level 5
50900700426,Buthgampola Goverment School,Level 5
50900700427,Bujjampola Junior School,Level 5
50900700428,Mellawa Kanishta Vidyalaya,Level 5
50900700429,Mohottimulla Primary School,Level 5
50900700430,Haldanduwana Roman Catholic School,Level 5
50900700431,Haldaduwana Buddhist School,Level 5
50900700432,"Anuruddha Madya Maha Vidyalaya, Lunuvila",Level 5
50900700433,Lunuwila Buddhist Primary School,Level 5
50900700434,Lunuwila Roman Catholic Primary School,Level 5
50900700435,Bandirippuwa Kanishta Vidyalaya,Level 5
50900700436,Lunuwila Buddhist Girls' College,Level 5
50900700437,Kirimetiyana Sri Dharmarama Kanishta Vidyalaya,Level 5
50900700438,Pothuwatawana Sri Jinarathana Maha Vidyalaya,Level 5
50900700439,Dankotuwa Balika Maha Vidyalaya,Level 5
50900700440,"St. Anne's Government School, Santhanapura",Level 5
50900700441,"Sri Rathanajothi Primary School, Yogiyana",Level 5
50900700442,"Mihindu Primary School, Katukenda",Level 5
50900700443,"Sri Rahula Primary School, Lunuwila",Level 5
50900700500,Teacher Center - Nattandiya,Level 4
50900700600,Teacher Center - Madampe,Level 4
50900800000,Zonal Education Office - Puttalam,Level 3
50900800100,Divisional Education Office - Puttalam North,Level 4
50900800101,"Abdeen Government Muslim Mix School, Thmpapanni",Level 5
50900800102,Ansari Government Muslim Mixed School,Level 5
50900800103,"Palavi Rishad Bathiudeen Maha Vidyalaya, Palavi",Level 5
50900800104,Thabbowa Maha Vidyalaya,Level 5
50900800105,Sirambiadiya Kanishta Vidyalaya,Level 5
50900800106,"D.S. Senanayaka Kanishta Vidyalaya, Karuwalagaswewa",Level 5
50900800107,Thewanuwara Prathamika Vidyalaya,Level 5
50900800108,Thabbova Roman Catholic Vidyalaya,Level 5
50900800109,Manaweriya Kanishta Vidyalaya,Level 5
50900800110,"Vidyaraja Prathamika Vidyalaya, Karuwalagaswewa",Level 5
50900800111,"Vidya Chakrawarthi Maha Vidyalaya, Ihala Puliyankulama",Level 5
50900800112,Galawewa Maha Vidyalaya,Level 5
50900800113,Kumbukwewa Attadassi Kanishta Vidyalaya,Level 5
50900800114,"Saliya Model School, Saliyawewa",Level 5
50900800115,Pahariya Wijayaraja Kanishta Vidyalaya,Level 5
50900800116,Moonamalgaswewa Kanishta Vidyalaya,Level 5
50900800117,Pahala Puliyankulama Kanishta Vidyalaya,Level 5
50900800118,Weerapura Kanista Vidyalaya,Level 5
50900800119,"Aluthgama Dutugamunu Vidyalaya, Ihala Puliyankulama",Level 5
50900800120,Bandaranayakapura Maha Vidyalaya,Level 5
50900800121,Nagamaduwa Kanishta Vidyalaya,Level 5
50900800122,Wijayapura Kanishta Vidyalaya,Level 5
50900800123,Karadipuwal Maha Vidyalaya,Level 5
50900800124,Eluwankulama Sinhala Kanishta Vidyalaya,Level 5
50900800125,Serakkuliya Kanishta Vidyalaya,Level 5
50900800126,Mailankulama Junior School,Level 5
50900800127,Eluvankulama Madya Maha Vidyalaya,Level 5
50900800128,Karaitivu Madya Maha Vidyalaya,Level 5
50900800129,Puttalam Andrews Central College,Level 5
50900800130,Puttalam Ananda National School,Level 5
50900800131,Puttalam Zahira College,Level 5
50900800132,Puttalam Fathima Balika Maha Vidyalaya,Level 5
50900800133,Puttalam Hindu Centrl College,Level 5
50900800134,"Assenkudhoos Government Muslim Vidyalaya, Vettalai",Level 5
50900800135,Thillaiyadi Madya Maha Vidyalaya,Level 5
50900800136,Puttalama St. Mary's Tamil Maha Vidyalaya,Level 5
50900800137,Wattakandal Madya Maha Vidyalaya,Level 5
50900800138,Manaltivu Roman catholic Tamil Vidyalaya,Level 5
50900800139,Semmandaluwa Primary School,Level 5
50900800140,Morapathawa Government Vidyalaya,Level 5
50900800141,Katupuliyankulama Primary School,Level 5
50900800142,Neelabemma Primary School,Level 5
50900800143,Rambawewa Primary School,Level 5
50900800144,Rajavigama Kanishta Vidyalaya,Level 5
50900800145,Muriyakulama Kanishta Vidyalaya,Level 5
50900800146,"St. Andrew's Primary School, Puttalam",Level 5
50900800147,Manalkundru Madya Maha Vidyalaya,Level 5
50900800148,Veppamadu Madya Maha Vidyalaya,Level 5
50900800149,Puttalam Zainab Muslim Girls School,Level 5
50900800150,Puttalam Zahira Primary School,Level 5
50900800151,"President's Science College, Puttalam",Level 5
50900800152,Bandaranayakapura Primary College,Level 5
50900800153,"Anagarika Dharmapala Prathamika Vidyalaya, Puttalam",Level 5
50900800154,"Siddhartha Primary School, Saliyawewa",Level 5
50900800155,"High Science College, Puttalam",Level 5
50900800200,Divisional Education Office - Puttalam South,Level 4
50900800201,"Vidyasagara Kanishta Vidyalaya, Kalladiya",Level 5
50900800202,Madurankuliya Model School,Level 5
50900800203,Amakuliya Government School,Level 5
50900800204,Welasiya Kanishta Vidyalaya,Level 5
50900800205,Palasola Kanishta Vidyalaya,Level 5
50900800206,Viruthodai Madya Maha Vidyalaya,Level 5
50900800207,Puluthivayal Government Muslim Vidyalaya,Level 5
50900800208,Kanamoolai Muslim Kanishta Vidyalaya,Level 5
50900800209,Kandathoduwawa Maha Vidyalaya,Level 5
50900800210,Kadayamottai Government Sinhala School,Level 5
50900800211,Koththantheew Government Muslim Mixed School,Level 5
50900800212,Sameeragama Muslim Primary School,Level 5
50900800213,Perakuwatana Sinhala Vidyalaya,Level 5
50900800214,Kadayamottai Muslim Central College,Level 5
50900800215,"Al Minhaj Muslim Maha Vidyalaya, Perukkuwattan",Level 5
50900800216,Kandalaya Maha Vidyalaya,Level 5
50900800217,Poththuwilluwa Kanishta Vidyalaya,Level 5
50900800218,Palavi Sinhala Maha Vidyalaya,Level 5
50900800219,Uttara Attavilluwa Kanishta Vidyalaya,Level 5
50900800220,Madyama Attawilluwa Kanishta Vidyalaya,Level 5
50900800221,Medhananda Government Vidyalaya,Level 5
50900800222,Palavi Maha Vidyalaya,Level 5
50900800223,"Omwr Farook Maha Vidyalaya, Pulichchakkulam",Level 5
50900800224,Tharakuduvillu Madya Maha Vidyalaya,Level 5
50900800225,Udappu Tamil Maha Vidyalaya,Level 5
50900800226,Andimunai Tamil Maha Vidyalaya,Level 5
50900800227,Kattaikadu Roman Catholic Tamil Vidyalaya,Level 5
50900800228,Ottapanni Roman Catholic Tamil Vidyalaya,Level 5
50900800229,Wilpotha Bandaranayaka Vidyalaya,Level 5
50900800230,Mundalama Sinhala Maha Vidyalaya,Level 5
50900800231,Nawadankulama Kanishta Vidyalaya,Level 5
50900800232,Mangalaeliya Primary School,Level 5
50900800233,Mundel Tamil Vidyalaya,Level 5
50900800234,Marichchikattua Primary School,Level 5
50900800235,Erukkalampiddy Maha Vidyalaya,Level 5
50900800236,Kajuwatta Government Muslim Vidyalaya,Level 5
50900800237,Srimapura Primary Muslim Vidyalaya,Level 5
50900800238,Hidayath Nagar Muslim Madya Maha Vidyalaya,Level 5
50900800239,Kattakaduwa Sinhala Vidyalaya,Level 5
50900800240,Nallanthaluwa Muslim Primary School,Level 5
50900800241,"Sri Krishna Primary School, Andimuna",Level 5
50900800242,Mundal Sinhala Primary School,Level 5
50900800243,"Rathna Pratheepa Primary School, Madurankuliya",Level 5
50900800300,Divisional Education Office - Anamaduwa,Level 4
50900800301,Anamaduwa Central College,Level 5
50900800302,"Sri Rathanapala Maha Vidyalaya, Mahauswewa",Level 5
50900800303,"Wimalarathna Kumaragama Kanishta Vidyalaya, Anamaduwa",Level 5
50900800304,Paliyagama Shariputhra Maha Vidyalaya,Level 5
50900800305,Kothalakemiyawa Kanishta Vidyalaya,Level 5
50900800306,Wadigamangawa Kanishta Vidyalaya,Level 5
50900800307,Periyakulama Kanishta Vidyalaya,Level 5
50900800308,Uppalawatta Kanishta Vidyalaya,Level 5
50900800309,Aththikulama Kanishta Vidyalaya,Level 5
50900800310,Kedeththawa Prathamika Vidyalaya,Level 5
50900800311,DiulwewaKanishta Vidyalaya,Level 5
50900800312,Kottagama Sripali Kanishta Vidyalaya,Level 5
50900800313,Thonigala New Model Kanishta Vidyalaya,Level 5
50900800314,Waththegedara Prathamika Vidyalaya,Level 5
50900800315,Munamalgawewa Siriperakum Kanishta Vidyalaya,Level 5
50900800316,"Wayamba Janadipathi Vidyalaya, Dharmapalaya",Level 5
50900800317,Nawagaththegama Maha Vidyalaya,Level 5
50900800318,Thammennawetiya Prathamika Vidyalaya,Level 5
50900800319,Koonkadawala Kanishta Vidyalaya,Level 5
50900800320,Rambakanayagama Prathamika Vidyalaya,Level 5
50900800321,Dangahawewa Kanishta Vidyalaya,Level 5
50900800322,Ihala Kuruketiyawa Kanishta Vidyalaya,Level 5
50900800323,Inginimitiya Maha Vidyalaya,Level 5
50900800324,Ralapanawa Kanishta Vidyalaya,Level 5
50900800325,Kelewewa Vijaya Maha Vidyalaya,Level 5
50900800326,Welewewa Sumedha Kanishta Vidyalaya,Level 5
50900800327,Maha Andarawewa Kanishta Vidyalaya,Level 5
50900800328,Kottukachchiya Maha Vidyalaya,Level 5
50900800329,Wadatta Kanishta Vidyalaya,Level 5
50900800330,"U.B. Jayasooriya Maha Vidyalaya, Siyabalagashena",Level 5
50900800331,Ethungoda Isipathana Kanishta Vidyalaya,Level 5
50900800332,Mudalakkuliya Vijaya Maha Vidyalaya,Level 5
50900800333,Sangattikulama Sinhala Kanishta Vidyalaya,Level 5
50900800334,Sangattikulama Muslim Kanishta Vidyalaya,Level 5
50900800335,Paramakanda Prathamika Vidyalaya,Level 5
50900800336,Anamaduwa Kannangara Kanishta Vidyalaya,Level 5
50900800337,Ihalauswewa Darmashoka Kanishta Vidyalaya,Level 5
50900800338,"Swarnapali Primary School, Uriyawa",Level 5
50900800339,Nawagaththegama Primary School,Level 5
50900800340,"Parakrama Primary School, Mahauswewa",Level 5
50900800341,Mamunagama Thakshila Primary College,Level 5
50900800400,Divisional Education Office - Pallama,Level 4
50900800401,Walpaluwa Kanishta Vidyalya,Level 5
50900800402,Mahakumbukkadawala Kanishta Visyalaya,Level 5
50900800403,Kiwulakele Maha Vidyalaya,Level 5
50900800404,Dewalahandiya Jayawardhana Primary School,Level 5
50900800405,Sembukuliya Junior School,Level 5
50900800406,Sohonkalma Kanishta Vidyalaya,Level 5
50900800407,Kivula Primary School,Level 5
50900800408,Kurukkumaduwa Kanishta Vidyalaya,Level 5
50900800409,Pallama Nandimithra Central College,Level 5
50900800410,Wilpotha Anura Maha Vidyalaya,Level 5
50900800411,Wendakaduwa Kanishta Vidyalaya,Level 5
50900800412,Wathupola Maha Vidyalaya,Level 5
50900800413,Serukele Kanishta Vidyalaya,Level 5
50900800414,Ihala Mandalana Primary School,Level 5
50900800415,Thamarakkulama Kanishta Vidyalaya,Level 5
50900800416,Ihalakolaeliya Vidyalaya,Level 5
50900800417,Ihala Thammana Kanishta Vidyalaya,Level 5
50900800418,Katupotha Kanishta Vidyalaya,Level 5
50900800419,Angunawila Kanishta Vidyalaya,Level 5
50900800420,Baranankattuwa Kanishta Vidyalaya,Level 5
50900800421,Karungalicholai Tamil Vidyalaya,Level 5
50900800422,Andigama Madya Maha Vidyalaya,Level 5
50900800423,Mathwakkulam Madya Maha Vidyalaya,Level 5
50900800424,Lihinkiri Kanishta Vidyalaya,Level 5
50900800425,Punavittiya Kanishta Vidyalaya,Level 5
50900800426,Kammandaluwa Bilingual Kanishta Vidyalaya,Level 5
50900800427,Dewelahandiya Kannangara Primary School,Level 5
50900800428,Wilpotha Anura Prathmika Widuhala,Level 5
50900800429,Andigama Primary School,Level 5
50900800430,"S. D. R. Jayarathna Primary School, Pallama",Level 5
50900800500,Divisional Education Office - Kalpitiya,Level 4
50900800501,"Rizwan Government Muslim Mixed School, Karambe-B",Level 5
50900800502,"Hasban Government Muslim Mixed School, Thalavila",Level 5
50900800503,"Iyoob Government Muslim Mixed School, Al-Manaar",Level 5
50900800504,"Nirmala Matha Sinhala Maha Vidyalaya, Kalpitiya",Level 5
50900800505,Kurinchippittiya Roman Catholic Sinhala Vidyalaya,Level 5
50900800506,Kandakkuliya Government Sinhala Vidyalaya,Level 5
50900800507,Kandalkuda Muslim Kanishta Vidyalaya,Level 5
50900800508,Mudalaippali Maha Vidyalaya,Level 5
50900800509,Musalpittiya Muslim Kanista Vidyalaya,Level 5
50900800510,Pallivasalthurai Madya Maha Vidyalaya,Level 5
50900800511,Kurinchipiti Madya Maha Vidyalaya,Level 5
50900800512,Kandalkuli Maha Vidyalaya,Level 5
50900800513,Puttalam Al Aqsa Natioanl School,Level 5
50900800514,Kalpitty Roman Catholic Tamil Vidyalaya,Level 5
50900800515,Thillaiyoor Muslim Primary School,Level 5
50900800516,Muhathuwaram Government Muslim Vidyalaya,Level 5
50900800517,Thalavila St. Annes Maha Vidyalaya,Level 5
50900800518,Kappaladi Kanishta Vidyalaya,Level 5
50900800519,Thihali Madya Maha Vidyalaya,Level 5
50900800520,Etalai Roman Catholic Tamil Vidyalaya,Level 5
50900800521,Alankuda Madya Maha Vidyalaya,Level 5
50900800522,Ilanthaiadiya Sinhala Vidyalaya,Level 5
50900800523,Norochcholai Muslim Maha Vidyalaya,Level 5
50900800524,Panaiyadi Roman Catholic Tamil Vidyalaya,Level 5
50900800525,Narakkali Roman Catholic Tamil Vidyalaya,Level 5
50900800526,Mampuriya Roman Catholic Sinhala Tamil Maha Vidyalaya,Level 5
50900800527,Navatkadu Roman Catholic Tamil Vidyalaya,Level 5
50900800528,Thethapolai Roman Catholic Tamil Vidyalaya,Level 5
50900800529,Nayakkarachennayi Tamil Kanishta Vidyalaya,Level 5
50900800530,Daluwa St. Anthony's Maha Vidyalaya,Level 5
50900800531,Palakudawa St. Peeter's Kanishta Vidyalaya,Level 5
50900800532,Poolachenai Muslim Maha Vidyalaya,Level 5
50900800533,Mohoththuwarama Sinhala Vidyalaya,Level 5
50900800534,Kandakuliya Mune Sinhala Vidyalaya,Level 5
50900800535,Ulukkappulam Muslim Maha Vidyalaya,Level 5
50900800536,Koiyawadi Muslim Maha Vidyalaya,Level 5
50900800537,Mampuriya Roman Catholic Sinhala Tamil Prathamika Vidyalaya,Level 5
50900800538,Kal Periya Santhi Grama Bilingual Primary School,Level 5
50900800539,Uchchamunai Roman Catholic Primary Vidyalaya,Level 5
50900800540,"Al Karam Muslim Primary School, Pallivasalthurai",Level 5
50900800541,"Al Madeena Muslim Primary School, Kurinja",Level 5
50900800542,"Sindathrimatha Primary School, Kalpititya",Level 5
50900800543,"Al Hira Primary School, Kalpitiya",Level 5
50900800544,"Arogyamatha Prathamika Vidyalaya, Kalpitiya",Level 5
60000000000,"Provincial Ministry of Road, Transport, Housing & Construction & Industrial & Rural Development - North Western Provincial Council",Level 1
61000000000,Department of Provincial Rural Development & Training Centre Atamune - North Western Provincial Council,Level 2
61100000000,Department of Housing & Construction - North Western Provincial Council,Level 2
61200000000,Department of Road Development  - North Western Provincial Council,Level 2
61200100000,Executive Engineers Office kurunegala,Level 3
61200200000,Executive Engineers Office Kuliyapitiya,Level 3
61200300000,Executive Engineers Office Maho- North,Level 3
61200400000,Executive Engineers Office Wariyapola,Level 3
61200500000,Executive Engineers Office Anamaduwa,Level 3
61200600000,Executive Engineers Office Chilaw,Level 3
61300000000,Department of Industrial Development - North Western Provincial Council,Level 2
61300100000,Ana/Thalakolawewa Janasalu Sales Center,Level 3
61300200000,Pannala Janasalu Center,Level 3
61300300000,Ras/ Thalakolawewa Janasalu Center,Level 3
61300400000,Kahawaththeala Janasalu Center,Level 3
61300500000,Polgolla Janasalu Center,Level 3
61300600000,Kelimune Janasalu Center,Level 3
61300700000,Panduwasnuwara Janasalu Sales Center,Level 3
61300800000,Narawila Janasalu Center,Level 3
61300900000,Madampe Janasalu Center,Level 3
61301000000,Hedipannala Janasalu Center,Level 3
61301100000,Nagollagama Janasalu Center,Level 3
61301200000,Manakkulama Janasalu Center,Level 3
61301300000,Paragaharuppa Janasalu Center,Level 3
61301400000,Haldaduwana Janasalu /Sales Center,Level 3
61301500000,Kahatawilawaththa Janasalu Center,Level 3
61301600000,Thambagalwaththa Janasalu Center,Level 3
61301700000,Nedalagamuwa Janasalu Center,Level 3
61301800000,Kuddetiyawa Janasalu Center,Level 3
61301900000,Damba/Galgamuwa Janasalu Center,Level 3
61302000000,Welpalla Janasalu Center,Level 3
61302100000,Wari/Magulagama Janasalu Center,Level 3
61302200000,Tharana Janasalu Center,Level 3
61302300000,Horombawa Janasalu / Sales Center,Level 3
61302400000,Wilpatha Janasalu Center,Level 3
